artist.name,track.name,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
Nathaniel Rateliff & The Night Sweats,S.O.B.,fna,0.699,0.579,1,-6.504,0.0416,0.267,0.00602,0.452,0.128,109.948,1
Margo Price,Hurtin' (On the Bottle),fna,0.662,0.726,7,-5.443,0.0285,0.242,1.2e-6,0.383,0.813,91.446,43
Vance Joy,Riptide,fna,0.484,0.731,1,-6.694,0.0379,0.431,0,0.151,0.51,101.654,77
Marlon Williams,Dark Child,fna,0.362,0.41,8,-9.194,0.0294,0.0687,0.147,0.246,0.223,82.442,36
Sharon Van Etten,Every Time the Sun Comes Up,fna,0.663,0.522,1,-8.741,0.0374,0.392,5.41e-6,0.197,0.301,99.765,61
Hurray For The Riff Raff,Blue Ridge Mountain,fna,0.607,0.477,9,-8.585,0.0301,0.911,0.128,0.333,0.873,87.208,40
Emmylou Harris,The Traveling Kind,fna,0.395,0.57,1,-9.237,0.0356,0.854,2.54e-4,0.0994,0.384,168.981,39
Lori McKenna,Wreck You,fna,0.479,0.229,9,-13.581,0.03,0.18,1.73e-4,0.442,0.333,134.307,42
Dermot Kennedy,After Rain,fna,0.48,0.418,11,-9.622,0.0312,0.505,0.00416,0.11,0.319,132.404,62
Darlingside,Hold Your Head Up High,fna,0.375,0.261,9,-11.312,0.0288,0.539,0.0178,0.116,0.139,132.094,46
Father John Misty,Funtimes in Babylon,fna,0.566,0.461,4,-8.347,0.0297,0.739,0,0.0862,0.31,104.754,7
The Deep Dark Woods,The Place I Left Behind,fna,0.49,0.463,9,-8.455,0.0326,0.159,0.0771,0.117,0.409,125.989,45
Phosphorescent,Song for Zula,fna,0.492,0.626,4,-8.26,0.0349,0.729,0.533,0.0509,0.524,86.016,56
KALEO,All the Pretty Girls,fna,0.466,0.496,1,-6.606,0.0302,0.626,6.22e-6,0.117,0.352,74.747,68
Laura Marling,Ghosts,fna,0.463,0.368,9,-11.546,0.048,0.376,0,0.149,0.75,141.974,45
Punch Brothers,Julep,fna,0.675,0.219,11,-13.546,0.0311,0.897,0.103,0.0979,0.313,105.921,48
Mavis Staples,You Are Not Alone,fna,0.678,0.329,5,-12.313,0.0369,0.585,0.00438,0.0811,0.437,127.2,39
Mandolin Orange,Wildfire,fna,0.648,0.352,4,-10.11,0.0278,0.692,0.266,0.106,0.173,121.459,60
David Keenan,Altar Wine,fna,0.555,0.318,9,-7.564,0.0647,0.851,0,0.0846,0.182,104.973,28
Andrew Combs,Blood Hunters,fna,0.559,0.582,6,-6.848,0.0283,0.00291,0.0031,0.13,0.356,109.006,35
Mipso,Louise,fna,0.639,0.381,10,-9.428,0.0321,0.768,2.25e-6,0.214,0.489,89.897,54
Dead Horses,Turntable,fna,0.603,0.575,0,-10.325,0.0285,0.811,0.00183,0.12,0.673,95.116,61
The Stray Birds,Dream in Blue,fna,0.45,0.324,2,-11.234,0.037,0.71,6.79e-4,0.176,0.354,179.133,49
Lisa Hannigan,O Sleep,fna,0.406,0.364,5,-9.773,0.0282,0.898,3.74e-4,0.111,0.136,104.793,23
Robert Ellis,Chemical Plant,fna,0.47,0.382,9,-9.34,0.0333,0.42,0.0108,0.0978,0.264,144.123,16
Dawn Landes,Try to Make a Fire Burn Again,fna,0.498,0.167,0,-16.38,0.0282,0.896,0.00428,0.136,0.352,85.35,49
Sam Outlaw,Ghost Town,fna,0.63,0.718,5,-6.947,0.0269,0.0872,1.98e-4,0.258,0.683,123.045,37
Parker Millsap,Heaven Sent,fna,0.403,0.281,6,-10.365,0.0292,0.454,0,0.106,0.182,112.881,42
Benjamin Booker,Violent Shiver,fna,0.247,0.972,1,-5.865,0.117,0.0235,0.249,0.0712,0.275,165.096,41
Deer Tick,Twenty Miles,fna,0.501,0.784,0,-7.089,0.0334,0.529,0.0766,0.131,0.34,113.643,46
Justin Townes Earle,White Gardenias,fna,0.615,0.236,7,-10.641,0.0322,0.272,1.81e-4,0.111,0.128,127.097,29
Ryan Bingham,The Weary Kind,fna,0.48,0.313,2,-16.358,0.0284,0.938,0.0223,0.122,0.273,100.075,53
Lee Ann Womack,All The Trouble,fna,0.494,0.668,0,-7.509,0.0679,0.155,0.00837,0.0959,0.552,84.251,33
Alabama Shakes,Hold On,fna,0.574,0.667,5,-5.425,0.0301,0.206,0.352,0.0852,0.546,88.299,59
Ray LaMontagne,Such A Simple Thing,fna,0.522,0.256,10,-11.216,0.0258,0.86,8.06e-4,0.142,0.13,76.349,66
Ben Howard,Old Pine,fna,0.401,0.364,5,-10.836,0.033,0.45,0.0503,0.162,0.224,129.57,69
Amanda Shires,My Love (The Storm),fna,0.598,0.415,4,-10.807,0.0289,0.11,0.226,0.211,0.486,142.152,33
The Weather Station,Thirty,fna,0.4,0.554,0,-8.738,0.0563,0.679,4.88e-5,0.234,0.526,162.48,47
Aoife O'Donovan,The King of All Birds,fna,0.468,0.621,9,-7.373,0.0339,0.333,0.00473,0.115,0.262,81.433,39
Brown Bird,Fingers To The Bone,fna,0.575,0.491,4,-10.299,0.0559,0.349,0.00378,0.139,0.784,173.605,43
Julien Baker,Sprained Ankle,fna,0.343,0.174,2,-14.471,0.0359,0.807,0.47,0.113,0.195,96.884,0
Blanco White,Colder Heavens,fna,0.224,0.547,5,-9.906,0.042,0.773,0.00305,0.0872,0.291,83.416,55
Fenne Lily,Top to Toe,fna,0.569,0.184,1,-12.842,0.0584,0.908,0,0.114,0.309,110.916,14
Novo Amor,From Gold,fna,0.391,0.435,5,-13.318,0.0364,0.921,0.675,0.0937,0.0424,100.299,58
RY X,Berlin,fna,0.393,0.0668,7,-20.755,0.0404,0.963,0.105,0.107,0.0384,136.938,59
Haux,Eight,fna,0.517,0.254,1,-13.4,0.0366,0.653,0.00343,0.184,0.294,114.036,53
Fionn Regan,Dogwood Blossom,fna,0.466,0.0264,9,-21.991,0.0553,0.916,0.0291,0.0893,0.272,143.476,41
Ciaran Lavery,Shame,fna,0.619,0.299,2,-7.744,0.0279,0.846,4.99e-5,0.243,0.31,115.405,55
The Dead Tongues,Won't Be Long,fna,0.49,0.576,9,-5.648,0.029,0.201,1.44e-6,0.0909,0.449,114.963,46
Mt. Joy,Silver Lining,fna,0.541,0.616,0,-6.53,0.028,0.00114,1.09e-6,0.151,0.203,144.218,66
Rayland Baxter,Bad Things,fna,0.318,0.586,2,-7.606,0.0375,0.383,0,0.145,0.211,80.806,53
Nikki Lane,Right Time,fna,0.562,0.639,8,-8.188,0.03,0.0785,0.00142,0.35,0.514,107.86,45
Colter Wall,Sleeping on the Blacktop,fna,0.567,0.311,2,-14.464,0.0455,0.822,0.23,0.11,0.478,83.11,69
Alela Diane,Ether & Wood,fna,0.442,0.254,2,-10.11,0.0266,0.928,1.1e-4,0.105,0.217,78.883,40
Keaton Henson,You Don't Know How Lucky You Are,fna,0.389,0.314,2,-8.559,0.0345,0.772,0.576,0.109,0.107,95.641,51
JOSEPH,Canyon,fna,0.401,0.783,6,-4.435,0.0456,0.0111,0.163,0.144,0.533,166.138,39
Passenger,Let Her Go,fna,0.479,0.545,7,-7.346,0.0688,0.365,0,0.0963,0.243,74.897,75
Sam Amidon,I Wish I Wish,fna,0.497,0.26,2,-13.403,0.0274,0.891,0.371,0.0736,0.398,147.806,29
Dom Flemons,Lonesome Old River Blues,fna,0.623,0.302,9,-10.644,0.0326,0.56,4.43e-4,0.134,0.556,97.843,34
Gillian Welch,Hard Times,fna,0.627,0.18,6,-11.696,0.0376,0.981,3.73e-4,0.107,0.466,134.247,41
Steve Martin,Love Has Come For You,fna,0.706,0.401,0,-9.514,0.03,0.884,1.11e-4,0.146,0.558,103.931,27
Rodney Crowell,It Ain't Over Yet,fna,0.543,0.552,4,-9.681,0.0544,0.578,9.59e-5,0.121,0.731,83.385,42
Meek Mill,Going Bad (feat. Drake),hiphop,0.889,0.496,4,-6.365,0.0905,0.259,0,0.252,0.544,86.003,80
Polo G,Pop Out (feat. Lil Tjay),hiphop,0.772,0.639,1,-7.119,0.467,0.15,0,0.0698,0.261,168.112,80
City Girls,Act Up,hiphop,0.938,0.638,8,-4.713,0.189,0.0167,0,0.111,0.313,97.075,71
Nipsey Hussle,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),hiphop,0.671,0.833,5,-5.152,0.395,0.0825,0,0.0726,0.702,79.351,67
Megan Thee Stallion,Cash Shit (feat. DaBaby),hiphop,0.921,0.635,1,-4.904,0.416,0.0218,0,0.0946,0.549,130.028,73
Saweetie,My Type,hiphop,0.899,0.811,2,-6.294,0.258,6.77e-4,0,0.0672,0.587,105.038,74
Young Thug,Hot (feat. Gunna),hiphop,0.855,0.651,0,-8.044,0.235,0.063,0,0.0772,0.559,111.997,73
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),hiphop,0.581,0.662,9,-5.239,0.303,0.0153,0,0.111,0.434,93.023,79
21 Savage,a lot,hiphop,0.837,0.636,1,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972,77
Blueface,Thotiana,hiphop,0.906,0.382,10,-12.89,0.269,0.18,0,0.113,0.391,104.025,15
Drake,Money In The Grave (Drake ft. Rick Ross),hiphop,0.831,0.502,10,-4.045,0.046,0.101,0,0.122,0.101,100.541,80
Mustard,Ballin' (with Roddy Ricch),hiphop,0.809,0.545,7,-6.678,0.0735,0.392,0,0.151,0.244,97.008,81
Wale,On Chill (feat. Jeremih),hiphop,0.597,0.733,1,-6.017,0.41,0.134,0,0.159,0.639,171.016,0
Young Thug,The London (feat. J. Cole & Travis Scott),hiphop,0.796,0.586,4,-6.946,0.147,0.0247,0,0.132,0.179,97.981,73
Baby Keem,ORANGE SODA,hiphop,0.83,0.564,1,-7.822,0.235,0.177,0,0.128,0.107,85.042,76
Lil Tecca,Ransom,hiphop,0.745,0.642,7,-6.257,0.287,0.0204,0,0.0658,0.226,179.974,5
YG,"Go Loko (feat. Tyga, Jon Z)",hiphop,0.88,0.67,2,-5.177,0.0468,0.325,4.17e-6,0.0662,0.131,101.008,71
Lil Nas X,Panini,hiphop,0.703,0.594,5,-6.146,0.0752,0.342,0,0.123,0.475,153.848,69
Doja Cat,Juicy,hiphop,0.786,0.658,0,-2.61,0.0661,0.0856,0,0.0689,0.458,170.037,61
Flipp Dinero,How I Move (feat. Lil Baby),hiphop,0.826,0.635,5,-5.181,0.212,0.102,0,0.245,0.808,119.954,66
Tory Lanez,Freaky,hiphop,0.966,0.563,8,-5.764,0.0618,0.00202,0,0.105,0.363,104.991,62
Post Malone,Wow.,hiphop,0.829,0.539,11,-7.359,0.208,0.136,1.78e-6,0.103,0.388,99.96,81
NLE Choppa,Shotta Flow,hiphop,0.888,0.43,9,-6.728,0.588,0.0786,1.58e-6,0.132,0.45,120.088,65
Benny The Butcher,18 Wheeler (feat. Pusha T),hiphop,0.512,0.733,2,-7.8,0.244,0.00203,2.53e-4,0.349,0.739,75.356,49
Rick Ross,Gold Roses (feat. Drake),hiphop,0.502,0.633,1,-5.8,0.419,0.00991,0,0.389,0.552,83.226,67
Young M.A,BIG,hiphop,0.86,0.507,0,-5.776,0.369,0.0412,6.55e-6,0.13,0.15,85.005,53
Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",hiphop,0.761,0.586,0,-5.368,0.359,0.0392,0,0.0558,0.719,149.804,67
YoungBoy Never Broke Again,Make No Sense,hiphop,0.876,0.733,10,-4.478,0.333,0.0208,0,0.0999,0.962,154.904,74
Freddie Gibbs,Palmolive (feat. Pusha T & Killer Mike),hiphop,0.33,0.603,0,-7.571,0.36,0.601,6.3e-4,0.307,0.812,168.456,53
DaBaby,BOP,hiphop,0.769,0.787,11,-3.909,0.367,0.189,0,0.129,0.836,126.77,82
DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),hiphop,0.861,0.666,8,-5.18,0.343,0.00218,0,0.272,0.853,145.041,63
Gunna,Speed It Up,hiphop,0.912,0.587,7,-7.395,0.0582,0.0394,0.01,0.111,0.435,143.027,54
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",hiphop,0.926,0.68,2,-7.689,0.196,0.0471,1.25e-4,0.119,0.458,114.981,64
Quality Control,Baby (Lil Baby feat. DaBaby),hiphop,0.97,0.463,10,-7.259,0.366,0.0957,0,0.151,0.46,108.003,73
Lil Tjay,F.N,hiphop,0.562,0.502,6,-10.269,0.255,0.323,0,0.0757,0.322,120.104,65
Travis Scott,HIGHEST IN THE ROOM,hiphop,0.598,0.427,7,-8.764,0.0317,0.0546,5.83e-6,0.21,0.0605,76.469,86
Saba,Beautiful Smile,hiphop,0.889,0.596,9,-8.23,0.397,0.278,0,0.0798,0.899,97.994,47
Juice WRLD,Bandit (with YoungBoy Never Broke Again),hiphop,0.474,0.631,5,-5.884,0.343,0.0687,0,0.132,0.425,180.051,82
Cordae,Broke As Fuck,hiphop,0.616,0.669,1,-5.791,0.32,0.0298,0,0.127,0.275,154.056,63
Mulatto,B*tch From Da Souf,hiphop,0.863,0.235,1,-15.545,0.699,0.0241,0,0.123,0.399,150.062,64
Offset,Clout (feat. Cardi B),hiphop,0.919,0.622,1,-7.384,0.0997,0.228,4.24e-6,0.122,0.424,140.022,70
Future,100 Shooters (feat. Meek Mill),hiphop,0.645,0.675,1,-5.282,0.202,0.0104,0,0.273,0.171,120.672,55
Ski Mask The Slump God,Faucet Failure,hiphop,0.935,0.552,10,-9.373,0.335,0.111,0,0.0952,0.615,99.993,77
Mustard,Pure Water (with Migos),hiphop,0.682,0.559,0,-5.545,0.127,0.174,0,0.344,0.137,202.015,76
Lil Uzi Vert,Sanguine Paradise,hiphop,0.729,0.603,6,-6.736,0.0666,0.0948,0,0.113,0.207,134.972,75
NAV,Tap (feat. Meek Mill),hiphop,0.901,0.676,2,-7.033,0.251,0.0646,0,0.0863,0.452,85.018,67
Jack Harlow,WHATS POPPIN,hiphop,0.923,0.604,11,-6.671,0.245,0.017,0,0.272,0.826,145.062,82
Lil Baby,The Bigger Picture,hiphop,0.59,0.618,1,-5.756,0.334,0.0127,0,0.244,0.153,96.459,65
Pop Smoke,For The Night (feat. Lil Baby & DaBaby),hiphop,0.823,0.586,6,-6.606,0.2,0.114,0,0.193,0.347,125.971,89
Future,Life Is Good (feat. Drake),hiphop,0.795,0.574,2,-6.903,0.487,0.067,0,0.15,0.537,142.053,76
Rod Wave,Rags2Riches 2 (feat. Lil Baby),hiphop,0.874,0.443,5,-9.628,0.241,0.147,0,0.124,0.298,118.004,75
Drake,Chicago Freestyle (feat. Giveon),hiphop,0.735,0.449,10,-7.507,0.347,0.629,0,0.113,0.0397,122.947,81
JACKBOYS,OUT WEST (feat. Young Thug),hiphop,0.802,0.591,8,-4.895,0.225,0.0104,0,0.196,0.309,139.864,81
Nicki Minaj,Yikes,hiphop,0.911,0.637,8,-8.381,0.447,0.0409,3.68e-5,0.238,0.66,149.996,72
Roddy Ricch,High Fashion (feat. Mustard),hiphop,0.831,0.499,11,-8.442,0.114,0.269,0,0.3,0.511,97.956,79
Don Toliver,Cardigan,hiphop,0.747,0.497,4,-6.542,0.0401,0.248,0,0.138,0.0663,142.046,71
Polo G,Flex (feat. Juice WRLD),hiphop,0.752,0.673,10,-5.792,0.153,0.0538,0,0.133,0.35,164.009,79
NLE Choppa,Walk Em Down (feat. Roddy Ricch),hiphop,0.867,0.744,2,-5.171,0.227,0.268,0,0.0713,0.645,84.005,72
Money Man,24 (feat. Lil Baby),hiphop,0.868,0.638,2,-7.746,0.0736,0.146,0.0565,0.0931,0.459,126.03,71
21 Savage,Runnin,hiphop,0.819,0.626,10,-4.574,0.202,0.00748,0.101,0.167,0.415,143.01,82
Lil Eazzyy,Onna Come Up,hiphop,0.796,0.426,1,-13.207,0.285,0.356,2.73e-5,0.0941,0.649,150.043,70
Polo G,Go Stupid,hiphop,0.92,0.833,1,-3.18,0.253,0.0277,0,0.0596,0.645,141.034,76
Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),hiphop,0.825,0.458,0,-7.47,0.0577,0.114,0,0.102,0.161,145.115,79
Freddie Gibbs,"Something to Rap About (feat. Tyler, The Creator)",hiphop,0.406,0.524,5,-11.071,0.255,0.469,3.95e-6,0.117,0.412,56.046,65
Lil Baby,Emotionally Scarred,hiphop,0.585,0.641,6,-4.269,0.133,0.0286,0,0.316,0.266,88.284,73
Anderson .Paak,Lockdown,hiphop,0.928,0.437,1,-7.081,0.127,0.144,3.57e-4,0.147,0.496,100.056,64
YoungBoy Never Broke Again,Kacey Talk,hiphop,0.877,0.607,10,-7.818,0.15,0.535,0,0.138,0.773,127.055,76
Big Sean,Deep Reverence (feat. Nipsey Hussle),hiphop,0.631,0.848,9,-4.839,0.31,0.138,0,0.379,0.265,91.879,58
Sleepy Hallow,Deep End Freestyle,hiphop,0.868,0.479,4,-6.687,0.445,0.703,0,0.102,0.776,133.928,74
Pop Smoke,Foreigner (feat. A Boogie Wit da Hoodie),hiphop,0.527,0.554,3,-7.917,0.337,0.471,0,0.276,0.586,105.904,66
CJ,Whoopty,hiphop,0.719,0.648,3,-7.6,0.125,0.2,0,0.127,0.66,140.201,93
Saweetie,Tap In,hiphop,0.954,0.696,10,-7.117,0.204,0.00576,4.98e-4,0.0754,0.432,100.036,78
Flo Milli,In The Party,hiphop,0.919,0.609,9,-5.059,0.262,0.0096,0,0.124,0.418,134.992,71
Moneybagg Yo,Said Sum (feat. City Girls & DaBaby) - Remix,hiphop,0.913,0.625,10,-6.901,0.334,0.0168,0,0.125,0.298,126.915,70
Lil Uzi Vert,Myron,hiphop,0.771,0.654,8,-6.976,0.298,0.055,0,0.214,0.573,155.047,78
NAV,Turks (with Gunna & ft. Travis Scott),hiphop,0.894,0.618,7,-4.356,0.129,0.0808,0,0.558,0.379,119.1,48
City Girls,Pussy Talk,hiphop,0.943,0.641,1,-5.598,0.191,0.0016,0,0.211,0.242,99.099,74
Mulatto,Muwop (feat. Gucci Mane),hiphop,0.79,0.614,9,-6.958,0.0991,0.0606,0,0.239,0.63,145.907,60
Russ,GUESS WHAT (feat. Rick Ross),hiphop,0.738,0.785,1,-10.035,0.272,0.0711,1.59e-5,0.117,0.357,92.008,59
BRS Kash,Throat Baby (Go Baby),hiphop,0.9,0.521,4,-7.286,0.147,0.0135,0,0.0951,0.213,132.007,70
Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),hiphop,0.837,0.482,8,-8.608,0.365,0.268,0,0.0991,0.444,143.01,75
CHIKA,INDUSTRY GAMES,hiphop,0.764,0.54,1,-8.73,0.225,0.243,0,0.0846,0.54,155.109,52
Mac Miller,Blue World,hiphop,0.742,0.553,8,-8.98,0.419,0.389,0,0.0694,0.508,84.931,75
A Boogie Wit da Hoodie,Bleed,hiphop,0.698,0.572,2,-7.735,0.198,0.135,0,0.154,0.391,71.446,66
StaySolidRocky,Party Girl,hiphop,0.73,0.439,6,-9.864,0.0609,0.747,0,0.0988,0.615,130.09,73
G Herbo,PTSD,hiphop,0.883,0.808,1,-3.158,0.183,0.0317,0,0.207,0.805,119.012,79
Princess Nokia,I Like Him,hiphop,0.893,0.579,9,-8.995,0.113,0.0641,1.21e-4,0.215,0.611,133.018,72
DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,hiphop,0.928,0.341,11,-10.196,0.103,0.0614,0,0.162,0.745,129.966,81
Meek Mill,Dreams and Nightmares,hiphop,0.631,0.774,11,-2.459,0.3,0.468,0,0.281,0.44,79.745,71
Kendrick Lamar,Alright,hiphop,0.796,0.766,7,-5.974,0.238,0.0742,0,0.0827,0.558,110.034,72
Drake,Started From the Bottom,hiphop,0.793,0.524,8,-7.827,0.156,0.0319,0,0.156,0.579,86.325,64
Cardi B,Bodak Yellow,hiphop,0.926,0.703,11,-6.337,0.103,0.0659,0,0.231,0.485,125.022,75
Future,March Madness,hiphop,0.406,0.661,8,-5.142,0.311,0.173,0,0.101,0.335,180.206,1
Migos,Bad and Boujee (feat. Lil Uzi Vert),hiphop,0.927,0.665,11,-5.313,0.244,0.061,0,0.123,0.175,127.076,74
Rick Ross,B.M.F. (Blowin' Money Fast),hiphop,0.72,0.863,2,-4.226,0.0562,0.0174,0,0.178,0.363,139.98,56
JAY-Z,Ni**as In Paris,hiphop,0.789,0.858,1,-5.542,0.311,0.127,0,0.349,0.775,140.022,79
Travis Scott,SICKO MODE,hiphop,0.834,0.73,8,-3.714,0.222,0.00513,0,0.124,0.446,155.008,85
Lil Uzi Vert,XO Tour Llif3,hiphop,0.732,0.75,11,-6.366,0.231,0.00264,0,0.109,0.401,155.096,83
Sheck Wes,Mo Bamba,hiphop,0.729,0.625,4,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,77
XXXTENTACION,Look At Me!,hiphop,0.763,0.726,1,-6.405,0.282,0.259,0,0.0976,0.349,139.059,81
Chief Keef,Love Sosa,hiphop,0.772,0.413,0,-8.193,0.089,0.0361,0,0.111,0.211,131.965,74
Rae Sremmurd,No Type,hiphop,0.891,0.486,6,-7.803,0.159,0.0158,3.78e-6,0.0925,0.239,125.01,71
Kendrick Lamar,DNA.,hiphop,0.638,0.523,1,-6.664,0.357,0.00454,0,0.0842,0.422,139.913,76
Kanye West,POWER,hiphop,0.542,0.914,0,-4.747,0.113,0.0161,0,0.744,0.576,153.993,77
Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),hiphop,0.652,0.795,11,-5.192,0.174,0.156,0,0.123,0.788,135.018,69
Travis Scott,Antidote,hiphop,0.713,0.526,1,-5.046,0.032,0.00767,1.48e-4,0.124,0.131,131.05,75
Drake,Worst Behavior,hiphop,0.78,0.799,9,-6.359,0.15,0.158,0,0.209,0.414,109.944,56
GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),hiphop,0.728,0.607,1,-8.417,0.132,0.133,0,0.0864,0.445,129.938,73
Kanye West,Father Stretch My Hands Pt. 1,hiphop,0.724,0.573,7,-4.113,0.0549,0.118,0,0.538,0.438,113.088,76
Dom Kennedy,My Type of Party,hiphop,0.717,0.575,0,-5.821,0.204,0.19,0,0.106,0.193,109.648,50
Nicki Minaj,Feeling Myself,hiphop,0.564,0.703,2,-5.459,0.269,0.437,0.00927,0.358,0.477,139.045,66
JAY-Z,Otis,hiphop,0.754,0.631,7,-4.751,0.307,0.552,0,0.5,0.432,94.577,66
Young M.A,OOOUUU,hiphop,0.635,0.847,7,-3.152,0.447,0.533,0,0.154,0.568,166.072,64
Bobby Shmurda,Hot N*gga,hiphop,0.794,0.51,9,-7.314,0.42,0.0505,1.81e-6,0.0562,0.18,167.879,71
Kodak Black,No Flockin',hiphop,0.943,0.595,5,-8.372,0.191,0.0673,0,0.0839,0.815,117.532,70
YG,My Nigga,hiphop,0.673,0.464,10,-6.864,0.201,0.0933,0,0.21,0.762,171.043,67
Big Sean,I Don't Fuck With You,hiphop,0.824,0.733,1,-5.474,0.0613,0.0362,0,0.325,0.395,97.972,74
Fetty Wap,Trap Queen,hiphop,0.746,0.873,7,-3.803,0.128,0.0244,0,0.354,0.817,148.075,73
Young Thug,pick up the phone,hiphop,0.706,0.716,7,-4.263,0.0768,0.115,0,0.316,0.459,136.904,66
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),hiphop,0.76,0.595,1,-6.366,0.0391,0.00544,0,0.241,0.361,131.497,75
Tyga,Taste (feat. Offset),hiphop,0.884,0.559,0,-7.442,0.12,0.0236,0,0.101,0.342,97.994,76
Kendrick Lamar,HUMBLE.,hiphop,0.908,0.621,1,-6.638,0.102,2.82e-4,5.39e-5,0.0958,0.421,150.011,81
Lil Wayne,6 Foot 7 Foot,hiphop,0.365,0.751,2,-5.429,0.304,7.07e-4,0,0.318,0.604,79.119,69
Future,Mask Off,hiphop,0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,79
Gucci Mane,I Get the Bag (feat. Migos),hiphop,0.89,0.633,11,-5.475,0.168,0.0232,3.43e-4,0.0993,0.425,139.948,71
Migos,Versace (Remix),hiphop,0.845,0.705,6,-4.271,0.243,0.0218,0,0.339,0.334,132.05,57
Kanye West,Mercy.1,hiphop,0.731,0.624,6,-5.761,0.311,0.045,3.37e-5,0.305,0.528,140.131,53
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",hiphop,0.853,0.693,1,-6.87,0.275,0.0239,0,0.11,0.662,95.967,75
Drake,The Motto,hiphop,0.766,0.442,1,-8.558,0.356,1.07e-4,6.12e-5,0.111,0.39,201.8,71
Childish Gambino,This Is America,hiphop,0.854,0.463,5,-6.159,0.137,0.117,0,0.354,0.549,120.024,72
Lil Baby,Drip Too Hard (Lil Baby & Gunna),hiphop,0.897,0.662,1,-6.903,0.292,0.0852,0,0.534,0.389,112.511,81
Playboi Carti,Magnolia,hiphop,0.791,0.582,11,-7.323,0.286,0.0114,0,0.35,0.443,162.991,74
Rick Ross,Stay Schemin,hiphop,0.541,0.734,7,-4.232,0.166,0.0621,0,0.12,0.321,162.304,63
Young Thug,Best Friend,hiphop,0.959,0.598,8,-5.534,0.0713,0.0358,0,0.358,0.408,127.029,61
Future,Trap Niggas,hiphop,0.813,0.583,1,-6.922,0.174,0.131,3.83e-5,0.142,0.338,81.018,58
Big Sean,Bounce Back,hiphop,0.78,0.575,1,-5.628,0.139,0.106,0,0.129,0.273,81.502,72
Post Malone,White Iverson,hiphop,0.675,0.562,7,-7.678,0.0352,0.233,0,0.0816,0.309,130.098,76
JAY-Z,F*ckwithmeyouknowigotit,hiphop,0.611,0.464,10,-8.068,0.294,0.0171,0.214,0.0794,0.274,127.766,56
Offset,Ric Flair Drip (& Metro Boomin),hiphop,0.88,0.428,9,-8.28,0.206,0.149,5.07e-5,0.114,0.333,100.007,80
Drake,Jumpman,hiphop,0.852,0.553,1,-7.286,0.187,0.0559,0,0.332,0.656,142.079,72
Desiigner,Panda,hiphop,0.576,0.766,10,-4.943,0.449,0.028,1.68e-6,0.366,0.236,144.833,73
Juicy J,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),hiphop,0.871,0.743,2,-5.442,0.277,0.00212,0,0.141,0.576,130.977,61
French Montana,Pop That,hiphop,0.734,0.892,2,-1.856,0.125,0.0648,0,0.58,0.605,138.031,60
Meek Mill,Ima Boss (feat. Rick Ross),hiphop,0.37,0.87,5,-2.09,0.271,0.0415,0,0.604,0.331,79.092,64
BlocBoy JB,Look Alive (feat. Drake),hiphop,0.922,0.581,10,-7.495,0.27,0.00104,5.86e-5,0.105,0.595,140.022,75
2 Chainz,Spend It (Remix) (feat. T.I.),hiphop,0.801,0.842,1,-5.245,0.329,0.0826,0,0.263,0.791,138.426,35
MadeinTYO,Uber Everywhere,hiphop,0.779,0.455,1,-15.025,0.28,0.0542,0,0.177,0.197,140.181,59
Shelley FKA DRAM,Broccoli,hiphop,0.886,0.525,8,-7.39,0.132,0.236,0,0.057,0.708,145.99,64
Nicki Minaj,Truffle Butter,hiphop,0.89,0.667,2,-6.862,0.0521,0.0579,2.97e-5,0.108,0.522,105.099,63
French Montana,Unforgettable,hiphop,0.726,0.769,6,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,79
Kanye West,Black Skinhead,hiphop,0.766,0.809,1,-6.123,0.279,0.0011,0,0.168,0.325,130.127,73
G-Eazy,No Limit,hiphop,0.838,0.771,1,-3.791,0.244,0.0117,0,0.0853,0.405,175.957,73
O.T. Genasis,Cut It (feat. Young Dolph),hiphop,0.875,0.673,7,-4.184,0.0932,0.135,0,0.292,0.231,130,59
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",hiphop,0.645,0.705,1,-5.008,0.299,8.13e-4,0,0.128,0.376,137.133,70
Rich Homie Quan,Type of Way,hiphop,0.846,0.497,6,-10.174,0.419,0.146,0,0.0733,0.796,134.875,51
